Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,passChiave,passChiave_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,palleLaterali,palleLaterali_MEAN,perdePalla,perdePalla_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,duelli,duelli_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,falliSubiti,falliSubiti_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,retiSub,retiSub_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,assist,assist_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,cutBack,cutBack_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,interventoNegativo,interventoNegativo_MEAN,ammonizioni,ammonizioni_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,interventoPositivo,interventoPositivo_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,thirdPass,thirdPass_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,reteDaPunizioneDiretta,reteDaPunizioneDiretta_PERC,reteDaPunizioneDiretta_MEAN,golProcurati,golProcurati_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,autogol,autogol_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN
45442,JULIO,GONZALEZ,GONZALEZ JU.,23-04-1991,2023,301,100,,,,,,,,,,,99,33.00,1,1.01%,0.33,86,86.87%,28.67,,,,,,,65,21.67,1,1.54%,0.33,,,9,3.00,,,,,,,,,14,4.67,3,33.33%,1.00,,,,,,,,1,0.33,,,,1,100.00%,0.33,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,2,22.22%,0.67,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.158,-0.053,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,1,7.14%,0.33,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,1,7.14%,0.33,,,,,,,1,0.33,8,2.67,9,3.00,9,3.00,8,88.89%,2.67,1,0.33,10,3.33,66,22.00,1,10.00%,0.33,65,98.48%,21.67,23,7.67,4,17.39%,1.33,3,13.04%,1.00,8,100.00%,2.67,,,,1,0.33,16,69.57%,5.33,3.257,1.086,2.257,0.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20879,CESAR,HUERTA,HUERTA C.,03-12-2000,2023,93,47,4,2.00,2,50.00%,1.00,3,75.00%,1.50,4,2.00,29,14.50,10,34.48%,5.00,18,62.07%,9.00,6,18.18%,3.00,2,33.33%,1.00,33,16.50,8,24.24%,4.00,5,2.50,8,4.00,1,0.50,,,,1,100.00%,0.50,5,2.50,,,,4,2.00,2,50.00%,1.00,1,0.50,19,9.50,2,10.53%,1.00,8,42.11%,4.00,6,75.00%,3.00,8,100.00%,4.00,3,15.79%,1.50,8,42.11%,4.00,2,25.00%,1.00,1,0.50,2,1.00,2,100.00%,1.00,,,,0.470,0.235,1.150,0.575,2.604,1.302,0.197,0.099,1.586,0.793,0.680,0.340,0.470,0.235,0.000,0.000,1,25.00%,0.50,5,50.00%,2.50,,,,,,2,1.00,,,1,20.00%,0.50,,,,,,,,,,,,,,,,,,,,,3,75.00%,1.50,4,2.00,,,,3,75.00%,1.50,1,50.00%,0.50,,,,2,1.00,1,50.00%,0.50,1,33.33%,0.50,,,,,,,,,,1,20.00%,0.50,1,25.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45509,GUILLERMO,MARTINEZ,MARTINEZ G.,15-03-1995,2023,96,32,2,0.67,2,100.00%,0.67,2,100.00%,0.67,2,0.67,17,5.67,4,23.53%,1.33,13,76.47%,4.33,3,15.00%,1.00,1,33.33%,0.33,20,6.67,7,35.00%,2.33,,,3,1.00,,,,,,,,,1,0.33,,,,,,,,,,,13,4.33,3,23.08%,1.00,8,61.54%,2.67,4,50.00%,1.33,5,62.50%,1.67,7,53.85%,2.33,2,15.38%,0.67,,,,1,0.33,3,1.00,2,100.00%,0.67,,,,0.830,0.277,1.339,0.446,2.191,0.730,0.043,0.014,1.705,0.568,0.510,0.170,0.830,0.277,0.000,0.000,,,,2,50.00%,0.67,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,1,50.00%,0.33,1,0.33,,,,1,100.00%,0.33,,,,,,,,,,,,5,71.43%,1.67,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33519,CESAR,MONTES,MONTES C.,24-02-1997,2023,249,83,2,0.67,1,50.00%,0.33,1,50.00%,0.33,12,4.00,161,53.67,8,4.97%,2.67,123,76.40%,41.00,2,1.75%,0.67,1,50.00%,0.33,114,38.00,1,0.88%,0.33,,,12,4.00,,,,,,,,,22,7.33,2,16.67%,0.67,,,,,,2,0.67,34,11.33,1,2.94%,0.33,21,61.76%,7.00,6,28.57%,2.00,2,9.52%,0.67,21,61.76%,7.00,7,20.59%,2.33,4,57.14%,1.33,3,1.00,1,0.33,1,100.00%,0.33,4,33.33%,1.33,0.088,0.029,0.402,0.134,0.653,0.218,0.049,0.016,0.518,0.173,0.314,0.105,0.088,0.029,0.088,0.029,1,50.00%,0.33,3,37.50%,1.00,27,9.00,,,,,,,,3,13.64%,1.00,2,100.00%,0.67,,,,,,,,,,,,,,,,,,2,16.67%,0.67,1,0.33,,,,,,,,,,,,,,,,,,16,76.19%,5.33,,,,,,,,1,0.33,1,4.55%,0.33,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33526,ORBELIN,PINEDA,PINEDA O.,24-03-1996,2023,163,54,3,1.00,3,100.00%,1.00,2,66.67%,0.67,6,2.00,68,22.67,12,17.65%,4.00,51,75.00%,17.00,7,11.48%,2.33,1,14.29%,0.33,61,20.33,6,9.84%,2.00,3,1.00,13,4.33,2,0.67,,,,2,100.00%,0.67,6,2.00,,,,6,2.00,4,66.67%,1.33,4,1.33,27,9.00,5,18.52%,1.67,13,48.15%,4.33,8,61.54%,2.67,13,100.00%,4.33,2,7.41%,0.67,9,33.33%,3.00,2,22.22%,0.67,1,0.33,5,1.67,2,66.67%,0.67,,,,0.845,0.282,1.141,0.380,1.781,0.594,0.133,0.044,2.465,0.822,0.296,0.099,0.089,0.030,0.000,0.000,1,33.33%,0.33,8,66.67%,2.67,,,,,,2,0.67,,,4,66.67%,1.33,2,50.00%,0.67,,,,,,,,,,,,,,,,,,5,83.33%,1.67,3,1.00,,,,2,66.67%,0.67,2,100.00%,0.67,,,,,,,,,,,,,,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45372,JULIAN,QUINONES,QUINONES J.,24-03-1997,2023,266,89,6,2.00,4,66.67%,1.33,3,50.00%,1.00,5,1.67,107,35.67,20,18.69%,6.67,81,75.70%,27.00,20,18.02%,6.67,4,20.00%,1.33,111,37.00,5,4.50%,1.67,12,4.00,23,7.67,6,2.00,2,33.33%,0.67,4,66.67%,1.33,9,3.00,4,17.39%,1.33,9,3.00,4,44.44%,1.33,5,1.67,45,15.00,5,11.11%,1.67,16,35.56%,5.33,7,43.75%,2.33,16,100.00%,5.33,8,17.78%,2.67,15,33.33%,5.00,5,33.33%,1.67,3,1.00,5,1.67,1,25.00%,0.33,4,17.39%,1.33,0.249,0.083,0.902,0.301,2.680,0.893,0.224,0.075,2.609,0.870,0.653,0.218,0.249,0.083,0.183,0.061,3,50.00%,1.00,11,55.00%,3.67,,,,,,10,3.33,,,2,22.22%,0.67,5,100.00%,1.67,,,,,,,,,,,,,,,,1,0.33,3,60.00%,1.00,3,1.00,,,,3,100.00%,1.00,5,50.00%,1.67,,,,1,0.33,1,100.00%,0.33,2,25.00%,0.67,1,0.33,3,75.00%,1.00,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29861,ISRAEL,REYES,REYES I.,23-05-2000,2023,52,52,,,,,,,,,1,1.00,34,34.00,,,,33,97.06%,33.00,,,,,,,32,32.00,,,,,,1,1.00,,,,,,,,,2,2.00,1,100.00%,1.00,,,,,,1,1.00,7,7.00,1,14.29%,1.00,3,42.86%,3.00,1,33.33%,1.00,2,66.67%,2.00,2,28.57%,2.00,3,42.86%,3.00,1,33.33%,1.00,,,1,1.00,,,,2,200.00%,2.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,5,5.00,,,,,,,,1,50.00%,1.00,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36791,CARLOS,RODRIGUEZ,RODRIGUEZ C.,03-01-1997,2023,89,44,2,1.00,1,50.00%,0.50,2,100.00%,1.00,3,1.50,31,15.50,2,6.45%,1.00,23,74.19%,11.50,1,3.13%,0.50,1,100.00%,0.50,32,16.00,1,3.13%,0.50,1,0.50,6,3.00,1,0.50,1,100.00%,0.50,,,,1,0.50,2,33.33%,1.00,,,,,,1,0.50,6,3.00,,,,2,33.33%,1.00,2,100.00%,1.00,1,50.00%,0.50,2,33.33%,1.00,3,50.00%,1.50,1,33.33%,0.50,,,,,1,100.00%,0.50,4,66.67%,2.00,0.423,0.212,0.332,0.166,0.569,0.285,0.070,0.035,0.833,0.417,-0.090,-0.045,0.423,0.212,0.000,0.000,,,,1,50.00%,0.50,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,1,33.33%,0.50,2,1.00,,,,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33525,LUIS,ROMO,ROMO L.,05-06-1995,2023,257,86,6,2.00,3,50.00%,1.00,2,33.33%,0.67,25,8.33,198,66.00,13,6.57%,4.33,159,80.30%,53.00,10,6.80%,3.33,3,30.00%,1.00,147,49.00,5,3.40%,1.67,1,0.33,18,6.00,4,1.33,2,50.00%,0.67,2,50.00%,0.67,28,9.33,5,27.78%,1.67,4,1.33,3,75.00%,1.00,9,3.00,48,16.00,2,4.17%,0.67,29,60.42%,9.67,10,34.48%,3.33,6,20.69%,2.00,22,45.83%,7.33,9,18.75%,3.00,8,88.89%,2.67,2,0.67,2,0.67,1,33.33%,0.33,2,11.11%,0.67,0.552,0.184,0.653,0.218,2.431,0.810,0.428,0.143,1.650,0.550,0.101,0.034,0.552,0.184,0.078,0.026,4,66.67%,1.33,6,46.15%,2.00,2,0.67,,,,1,0.33,,,10,35.71%,3.33,5,55.56%,1.67,1,16.67%,0.33,,,,,,,,,,,,,1,0.33,4,16.00%,1.33,9,3.00,1,11.11%,0.33,1,11.11%,0.33,,,,,,,,,,,,12,54.55%,4.00,,,2,66.67%,0.67,,,,,4,14.29%,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33524,ERICK,SANCHEZ,SANCHEZ E.,27-09-1999,2023,31,16,1,0.50,,,,,,,,,14,7.00,1,7.14%,0.50,11,78.57%,5.50,1,9.09%,0.50,,,,11,5.50,,,,,,1,0.50,,,,,,,,,2,1.00,1,100.00%,0.50,,,,,,1,0.50,8,4.00,1,12.50%,0.50,5,62.50%,2.50,,,,,,,,,,5,62.50%,2.50,3,60.00%,1.50,1,0.50,1,0.50,,,,,,,0.015,0.008,0.000,0.000,0.152,0.076,0.000,0.000,0.167,0.084,-0.015,-0.008,0.015,0.008,0.015,0.008,1,100.00%,0.50,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33521,JORGE,SANCHEZ,SANCHEZ J.,10-12-1997,2023,301,100,3,1.00,2,66.67%,0.67,2,66.67%,0.67,6,2.00,172,57.33,26,15.12%,8.67,132,76.74%,44.00,5,4.81%,1.67,4,80.00%,1.33,104,34.67,8,7.69%,2.67,10,3.33,25,8.33,4,1.33,2,50.00%,0.67,2,50.00%,0.67,23,7.67,6,24.00%,2.00,5,1.67,1,20.00%,0.33,8,2.67,45,15.00,,,,21,46.67%,7.00,9,42.86%,3.00,15,71.43%,5.00,6,13.33%,2.00,21,46.67%,7.00,12,57.14%,4.00,5,1.67,,,2,100.00%,0.67,2,8.00%,0.67,0.279,0.093,0.503,0.168,2.999,1.000,0.067,0.022,2.292,0.764,0.223,0.074,0.279,0.093,0.000,0.000,1,33.33%,0.33,12,46.15%,4.00,3,1.00,,,,6,2.00,1,0.33,7,30.43%,2.33,4,50.00%,1.33,,,,,,,,,,,,,,,,1,0.33,5,83.33%,1.67,2,0.67,,,,2,100.00%,0.67,2,33.33%,0.67,,,,2,0.67,1,50.00%,0.33,4,66.67%,1.33,,,,,,,,1,0.33,1,4.35%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26673,JOHAN,VASQUEZ,VASQUEZ J.,22-10-1998,2023,301,100,3,1.00,3,100.00%,1.00,,,,8,2.67,216,72.00,4,1.85%,1.33,188,87.04%,62.67,2,1.36%,0.67,,,,147,49.00,1,0.68%,0.33,,,12,4.00,,,,,,,,,35,11.67,3,25.00%,1.00,3,1.00,1,33.33%,0.33,8,2.67,45,15.00,,,,27,60.00%,9.00,6,22.22%,2.00,5,18.52%,1.67,20,44.44%,6.67,9,20.00%,3.00,8,88.89%,2.67,5,1.67,,,,,,2,16.67%,0.67,0.091,0.030,0.469,0.156,0.805,0.268,0.049,0.016,0.227,0.076,0.377,0.126,0.091,0.030,0.024,0.008,3,100.00%,1.00,1,25.00%,0.33,25,8.33,,,,,,,,5,14.29%,1.67,5,62.50%,1.67,,,,,,,,,,,,,,,,1,0.33,,,,1,0.33,,,,,,,,,,,,,,,,,,15,75.00%,5.00,,,3,100.00%,1.00,,,1,0.33,2,5.71%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33528,ALEXIS,VEGA,VEGA A.,25-11-1997,2023,47,24,,,,,,,,,1,0.50,25,12.50,4,16.00%,2.00,19,76.00%,9.50,,,,,,,19,9.50,1,5.26%,0.50,1,0.50,7,3.50,,,,,,,,,2,1.00,2,28.57%,1.00,3,1.50,1,33.33%,0.50,,,8,4.00,,,,3,37.50%,1.50,2,66.67%,1.00,5,166.67%,2.50,2,25.00%,1.00,2,25.00%,1.00,1,50.00%,0.50,1,0.50,,,,,,,,,0.000,0.000,0.000,0.000,0.821,0.411,0.005,0.003,0.404,0.202,0.000,0.000,0.000,0.000,0.000,0.000,,,,1,25.00%,0.50,,,,,,,,,,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,1,50.00%,0.50,,,,,,,,1,0.50,1,50.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54430,ABDIEL ARMANDO,AYARZA BOCANEGRA,AYARZA A.,12-09-1992,2023,81,20,3,0.75,1,33.33%,0.25,1,33.33%,0.25,1,0.25,12,3.00,2,16.67%,0.50,10,83.33%,2.50,2,13.33%,0.50,1,50.00%,0.25,15,3.75,4,26.67%,1.00,1,0.25,2,0.50,,,,,,,,,3,0.75,1,50.00%,0.25,2,0.50,1,50.00%,0.25,2,0.50,14,3.50,1,7.14%,0.25,6,42.86%,1.50,3,50.00%,0.75,6,100.00%,1.50,3,21.43%,0.75,4,28.57%,1.00,1,25.00%,0.25,3,0.75,1,0.25,1,100.00%,0.25,,,,0.261,0.065,0.061,0.015,0.530,0.133,0.062,0.016,0.086,0.022,-0.200,-0.050,0.261,0.065,0.000,0.000,2,66.67%,0.50,2,100.00%,0.50,1,0.25,1,100.00%,0.25,1,0.25,,,2,66.67%,0.50,1,50.00%,0.25,,,,,,,,,,,,,,,,3,0.75,1,100.00%,0.25,1,0.25,1,100.00%,0.25,1,100.00%,0.25,1,100.00%,0.25,,,,,,,,,2,66.67%,0.50,,,,,,,,,,,,,1,33.33%,0.25,1,100.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.25,,,,,,,,,,,
16678,EDGAR YOEL,BARCENAS HERRERA,BARCENAS Y.,23-10-1993,2023,383,96,6,1.50,5,83.33%,1.25,3,50.00%,0.75,8,2.00,143,35.75,19,13.29%,4.75,120,83.92%,30.00,13,9.63%,3.25,3,23.08%,0.75,135,33.75,10,7.41%,2.50,6,1.50,25,6.25,4,1.00,2,50.00%,0.50,2,50.00%,0.50,9,2.25,3,12.00%,0.75,7,1.75,5,71.43%,1.25,3,0.75,42,10.50,6,14.29%,1.50,14,33.33%,3.50,10,71.43%,2.50,19,135.71%,4.75,9,21.43%,2.25,11,26.19%,2.75,2,18.18%,0.50,6,1.50,6,1.50,2,40.00%,0.50,2,8.00%,0.50,0.748,0.187,1.321,0.330,3.548,0.887,0.135,0.034,3.736,0.934,0.572,0.143,0.748,0.187,0.000,0.000,3,50.00%,0.75,7,36.84%,1.75,4,1.00,1,25.00%,0.25,5,1.25,1,0.25,4,44.44%,1.00,3,100.00%,0.75,,,,,,,,,,,,,,,,9,2.25,4,50.00%,1.00,3,0.75,,,,3,100.00%,0.75,2,40.00%,0.50,,,,,,,,,1,11.11%,0.25,1,0.25,3,60.00%,0.75,,,,,2,22.22%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64833,CESAR RODOLFO,BLACKMAN CAMARENA,BLACKMAN C.,02-04-1998,2023,208,69,3,1.00,3,100.00%,1.00,1,33.33%,0.33,3,1.00,71,23.67,10,14.08%,3.33,59,83.10%,19.67,12,17.14%,4.00,,,,70,23.33,2,2.86%,0.67,8,2.67,13,4.33,4,1.33,1,25.00%,0.33,3,75.00%,1.00,6,2.00,2,15.38%,0.67,4,1.33,4,100.00%,1.33,1,0.33,23,7.67,2,8.70%,0.67,9,39.13%,3.00,7,77.78%,2.33,14,155.56%,4.67,7,30.43%,2.33,7,30.43%,2.33,2,28.57%,0.67,2,0.67,2,0.67,1,33.33%,0.33,,,,0.267,0.089,0.637,0.212,1.388,0.463,0.050,0.017,1.654,0.551,0.371,0.124,0.267,0.089,0.000,0.000,2,66.67%,0.67,4,40.00%,1.33,2,0.67,2,100.00%,0.67,6,2.00,1,0.33,2,33.33%,0.67,1,100.00%,0.33,,,,1,33.33%,0.33,1,100.00%,0.33,,,,1,100.00%,0.33,5,1.67,1,33.33%,0.33,1,0.33,,,,,,,2,33.33%,0.67,,,,,,,,,1,14.29%,0.33,,,2,66.67%,0.67,,,,,1,16.67%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55914,ADALBERTO ELIECER,CARRASQUILLA ALCAZAR,CARRASQUILLA A.,28-11-1998,2023,183,91,2,1.00,1,50.00%,0.50,,,,10,5.00,108,54.00,9,8.33%,4.50,94,87.04%,47.00,1,1.12%,0.50,,,,89,44.50,,,,,,10,5.00,2,1.00,1,50.00%,0.50,1,50.00%,0.50,4,2.00,2,20.00%,1.00,1,0.50,1,100.00%,0.50,,,14,7.00,2,14.29%,1.00,6,42.86%,3.00,,,,3,50.00%,1.50,2,14.29%,1.00,7,50.00%,3.50,3,42.86%,1.50,2,1.00,2,1.00,,,,,,,0.044,0.022,0.120,0.060,0.675,0.338,0.163,0.082,0.498,0.249,0.076,0.038,0.044,0.022,0.019,0.010,2,100.00%,1.00,5,55.56%,2.50,,,,,,,,,,1,25.00%,0.50,,,,,,,,,,,,,,,,,,,3,1.50,2,20.00%,1.00,4,2.00,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.50,1,0.50,,,1,25.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,
